text,label
"So I should probaly start working on the biscuits and gravy for breakfast when you come up then , huh ?",noHate
Thank you .,noHate
Interview with Herman Rosenblat : A Holocaust liar https : //www.youtube.com/watch ? v = HPzxTQ3t1wU,noHate
"zpridez NO big deal , I got your drift.IMO If these bellyaching Black peoples et al continue to negate/or ignore the present ' Products of Progress ' within society we 're all doomed .",hate
I knew someone would post this actually this is very untrue actually there is many scenes that depicts black people being beaten up by whites you just have to know where to look,noHate
I would like to know how are the nationalists parties going on in the five countries of this beautiful part of Europe called Scandinavia ?,noHate
"For all of liberals ' ranting about tribalism , they behave in a very tribal manner themselves .",hate
Perhaps your emails will make the hardened hearts realize the errors of their ways .,noHate
This is something we need to point out .,noHate
Our enemies have used RACE against us and are currently trying to destroy our RACE through a variety of different means .,hate
They are anything but Swedes and to be honest it is good to get rid of them .,hate
"Our smart liberals say that we need thousands of `` high-quality '' non-european immigrants per year , but for what ?",noHate
I thought Bono and Clooney were picking up the tab for Africa ??,noHate
"http://www.wafb.com/Global/story.asp ? S = 11397795 Robinson had allegedly tried to sell the 225-pound piece of artillery , but Hurlee grew suspicious and called the Sheriff 's Office .",noHate
"Me thinks Genesis is a negro who thinks he 's from the line of Adam.A troll , confused , black and prowling Stormfront.So make the Revelation Genesis - what are you really up to ?",hate
"It only took Labour ten years to bring more immigrants * cough * invaders , here than had ever migrated here in the last 5 thousand years .",hate
and i bet not a single one was a dirty African.they will be well taken care of on welfare payments.just like the old days the Irish starve and have to go abroad to find work only this time parasitical foriegners stay here in nice new homes well fed watching big flat screen tellyspeople of Ireland WAKE UP !,hate
Our dams are overflowing except for the Cape .,noHate
One time she came in crying telling me that pavement ape `` hit me in the tummy '' .,hate
"The native hunter-gatherers , on the other hand , show 100 % incidence of blue eyes but do not have all the same mutations for light skin as the farmer and Steppe populations .",noHate
"Yeah, but back in the day there were n't that many millions nigs and wetbacks .",hate
"Yeah, if msnbc would air videos like this they 'd get much higher ratings than the same ole negro grumblings .",hate
Or a Ukraine for that matter .,noHate
White kids need to interact with kneegrows and other non white kids or they 'll be lost in the real come the time they leave home ...,hate
35109,noHate
They act quite civilized in the video but i suppose they went on a mugging spree after .,hate
"yeah, maybe if you are Jewish They just warm up the old money printing press when they might feel like they are getting low .",hate
"We are trying to get people in every White nation around the world to distribute White Nationalist flyers on Saturday night , October 13th .",noHate
I see so many BM/WF around my city its not even funny .,hate
I think there is more threat from Russians than from Jews .,hate
"I 'm in Birmingham , myself and even the nicer suburban area where I 'm from is getting darker and darker .",hate
Does it surprise you that jews promote faggotry ?,hate
"Allow me to apologize for my last post , as I was drinking heavily last night but you callin me a genetic lottery winner ? come on now I 've had my fair share of hard times just last week a yellow person came into my place of work and started making trouble .",hate
In a 72 hour scenario you dont need food .,noHate
"Liberals change the facts to fit their deluded narrative , intelligent people change the narrative to fit the facts .",hate
Did you see the video .,noHate
"It 's parents working all the time and letting their kids watch hours of Mtv after they get home from school , makes the girls think that dressing and acting like the `` Ho 's '' in rap videos is cool and is all they are good for is to be `` pimped '' out !",noHate
I will have to try that and see how much force it adds !,noHate
As soon as I hear them uttering their monkey gibberish I feel like smashing my computer screen with my fist .,hate
I 'm 20 and in Vancouver .,noHate
Without us they would still be living in mud huts with sharpened sticks .,hate
