,ID,Text,Hate,HD,CV,VO,REL,RAE,SXO,GEN,IDL,NAT,POL,MPH,EX,IM
8922,8262,For a guy who claims to be a mental health “coach” this guy sure has some fucked up thoughts on property damage.,0,0,0,0,,,,,,,,,,
8944,8279,"Alright, calm yer tits.",0,0,0,0,,,,,,,,,,
8947,8279,"Alright, calm yer tits.",0,0,0,1,,,,,,,,,,
9171,8546,Shite.... I thought this must have been the victim and scared for life. Turns out it's just fuck ugly. http://www.bbc.co.uk/news/uk-england-bristol-44222...,0,0,0,0,,,,,,,,,,
9172,8546,Shite.... I thought this must have been the victim and scared for life. Turns out it's just fuck ugly. http://www.bbc.co.uk/news/uk-england-bristol-44222...,0,0,0,1,,,,,,,,,,
9230,8577,Noah's diary : day 43. Wooly mammoth soup is fucking delicious.,0,0,0,1,,,,,,,,,,
9231,8577,Noah's diary : day 43. Wooly mammoth soup is fucking delicious.,0,0,0,0,,,,,,,,,,
9262,8716,"It took them three days to concoct this BS #FakeNews from a Tweet.  First of all, what in the hell does tweeting a word for the first time have to do with anything?  Second, it's not a conspiracy theory. https://tinyurl.com/y6w2uykg",0,0,0,1,,,,,,,,,,
9263,8716,"It took them three days to concoct this BS #FakeNews from a Tweet.  First of all, what in the hell does tweeting a word for the first time have to do with anything?  Second, it's not a conspiracy theory. https://tinyurl.com/y6w2uykg",0,0,0,0,,,,,,,,,,
9308,8740,Nah but your mum's pussy tastes mighty good,0,0,0,1,,,,,,,,,,
9310,8740,Nah but your mum's pussy tastes mighty good,0,0,0,0,,,,,,,,,,
9661,9600,It's the same in the UK they are not wind farms they are subsidy farms. But it's just taxpayer money so who gives a fuck. https://www.nationalreview.com/2016/06/wind-energy...,0,0,0,1,,,,,,,,,,
9662,9600,It's the same in the UK they are not wind farms they are subsidy farms. But it's just taxpayer money so who gives a fuck. https://www.nationalreview.com/2016/06/wind-energy...,0,0,0,0,,,,,,,,,,
9669,9602,Re-education by any other name. How very soviet of the lovely BBC. If you are still buying a TV license you really need to fuck off. https://www.mirror.co.uk/news/lord-sugar-pass-unco...,0,0,0,1,,,,,,,,,,
9670,9602,Re-education by any other name. How very soviet of the lovely BBC. If you are still buying a TV license you really need to fuck off. https://www.mirror.co.uk/news/lord-sugar-pass-unco...,0,0,0,0,,,,,,,,,,
9673,9603,Guess I need this on permanently now. Again #FuckEU,0,0,0,1,,,,,,,,,,
9674,9603,Guess I need this on permanently now. Again #FuckEU,0,0,0,0,,,,,,,,,,
9676,9604,Getting sick of this shit #FuckEU,0,0,0,1,,,,,,,,,,
9677,9604,Getting sick of this shit #FuckEU,0,0,0,0,,,,,,,,,,
9713,9683,"I don't know if his post is public or not, but here you go. I didn't post his name because I'm not an asshole. I don't make shit up.https://www.facebook.com/CajunGypsy/posts/10155829...",0,0,0,0,,,,,,,,,,
9716,9683,"I don't know if his post is public or not, but here you go. I didn't post his name because I'm not an asshole. I don't make shit up.https://www.facebook.com/CajunGypsy/posts/10155829...",0,0,0,1,,,,,,,,,,
9794,9705,Seems we are signatories to an international treaty for the control of Chemical Weapons (OPCW) and that the treaty requires that the government give any of the signatories 10 days to respond. So it seems particularly stupid that Mrs May 'demands' answers within 24 Hrs. No surprise then that Russian told the Government to fuck off. Treason May is a fucking idiot of the highest order.,0,0,0,0,,,,,,,,,,
9795,9705,Seems we are signatories to an international treaty for the control of Chemical Weapons (OPCW) and that the treaty requires that the government give any of the signatories 10 days to respond. So it seems particularly stupid that Mrs May 'demands' answers within 24 Hrs. No surprise then that Russian told the Government to fuck off. Treason May is a fucking idiot of the highest order.,0,0,0,1,,,,,,,,,,
9928,9913,"So starting tomorrow, I'll have 11 days of peace and quiet in the house while the family goes on vacation.  Could use any and all cheers, thoughts, prayers, whatever, cause I'd like to enjoy myself without getting plastered and hangover-sleeping the whole time away.",0,0,0,0,,,,,,,,,,
9932,9913,"So starting tomorrow, I'll have 11 days of peace and quiet in the house while the family goes on vacation.  Could use any and all cheers, thoughts, prayers, whatever, cause I'd like to enjoy myself without getting plastered and hangover-sleeping the whole time away.",0,0,0,1,,,,,,,,,,
9943,9915,"And when people give me shit for being on Gab, like 'OMG there are so many racists there', I'm like, yeah, and there aren't a shit ton on Twitter?  At least on Gab I'm in charge of my own feed by my own rules, not some bullshit shadow algorithm.  I censor what I cannot brook.  That's my choice, not Jacks. https://gab.ai/a/posts/15062088",0,0,0,0,,,,,,,,,,
9946,9915,"And when people give me shit for being on Gab, like 'OMG there are so many racists there', I'm like, yeah, and there aren't a shit ton on Twitter?  At least on Gab I'm in charge of my own feed by my own rules, not some bullshit shadow algorithm.  I censor what I cannot brook.  That's my choice, not Jacks. https://gab.ai/a/posts/15062088",0,0,0,1,,,,,,,,,,
10023,9963,OH SHIT ITS HAPPENING!,0,0,0,1,,,,,,,,,,
10024,9963,OH SHIT ITS HAPPENING!,0,0,0,0,,,,,,,,,,
10029,9965,@Blacklisted Lol nice job its pretty out there and violent but it sure triggered a shit load of people. Big troll lvl. Ya think they would not be getting so mad and act like snowflakes but here we are.,0,0,0,1,,,,,,,,,,
10030,9965,@Blacklisted Lol nice job its pretty out there and violent but it sure triggered a shit load of people. Big troll lvl. Ya think they would not be getting so mad and act like snowflakes but here we are.,0,0,0,0,,,,,,,,,,
10032,9966,Man sometimes ppl up in here are too much and embarrassing tone it down just a tad lol. Sperging out like Stormfags IGNORE STORMFAGS.,0,0,0,1,,,,,,,,,,
10033,9966,Man sometimes ppl up in here are too much and embarrassing tone it down just a tad lol. Sperging out like Stormfags IGNORE STORMFAGS.,0,0,0,0,,,,,,,,,,
10039,9968,Maybe someone should fucking hack those fucking Barbie Twins the Ed brothers whatever the fuck those faggots names are.,0,0,0,1,,,,,,,,,,
10040,9968,Maybe someone should fucking hack those fucking Barbie Twins the Ed brothers whatever the fuck those faggots names are.,0,0,0,0,,,,,,,,,,
10111,10192,Do you think affirmative action hire Don Lemonaid is obsessed with shitholes? I think so.,0,0,0,0,,,,,,,,,,
10112,10192,Do you think affirmative action hire Don Lemonaid is obsessed with shitholes? I think so.,0,0,0,1,,,,,,,,,,
10536,10867,"#franken #loser    What a fool! Being devoured by his own beast in the democrats & #MSM, that is funny.   #MEMEWARS",0,0,0,0,,,,,,,,,,
10537,10867,"#franken #loser    What a fool! Being devoured by his own beast in the democrats & #MSM, that is funny.   #MEMEWARS",0,0,0,1,,,,,,,,,,
10596,11032,"I'm so triggered. As an Asian, I will not stand by that privileged white woman saying that an Asian country has so utterly failed that any one in it will 'most likely get killed'. She's basically saying that Asians don't know how to run a country and provide common security to the people in it. #whitematriarchy",0,0,0,0,,,,,,,,,,
10598,11032,"I'm so triggered. As an Asian, I will not stand by that privileged white woman saying that an Asian country has so utterly failed that any one in it will 'most likely get killed'. She's basically saying that Asians don't know how to run a country and provide common security to the people in it. #whitematriarchy",0,0,0,1,,,,,,,,,,
10627,11043,"Frogs are cool and if you're too pussyhands to pick up a hopperboi then you're a meddling slut. Ribbit, mother fucker.",0,0,0,1,,,,,,,,,,
10628,11043,"Frogs are cool and if you're too pussyhands to pick up a hopperboi then you're a meddling slut. Ribbit, mother fucker.",0,0,0,0,,,,,,,,,,
10653,11070,look at this Leaf supremacist asshole over here...,0,0,0,0,,,,,,,,,,
10654,11070,look at this Leaf supremacist asshole over here...,0,0,0,1,,,,,,,,,,
10831,11431,Will you be on @dickmasterson's podcast or have him on your show? He's being sued for 20 million dollars calling someone a cuck.,0,0,0,1,,,,,,,,,,
10832,11431,Will you be on @dickmasterson's podcast or have him on your show? He's being sued for 20 million dollars calling someone a cuck.,0,0,0,0,,,,,,,,,,
10868,11458,"I don't endorse any of the links on this site, so you can follow them at your own risk, but the story is one which should be branded upon the ass of everyone who runs for office, and upon the conscience of everyone who votes. http://hushmoney.org/Davy_Crockett_Farmer_Bunce.ht...",0,0,0,1,,,,,,,,,,
10869,11458,"I don't endorse any of the links on this site, so you can follow them at your own risk, but the story is one which should be branded upon the ass of everyone who runs for office, and upon the conscience of everyone who votes. http://hushmoney.org/Davy_Crockett_Farmer_Bunce.ht...",0,0,0,0,,,,,,,,,,
11075,11670,Hell yeah https://circumcisionmovie.com/,0,0,0,1,,,,,,,,,,
11076,11670,Hell yeah https://circumcisionmovie.com/,0,0,0,0,,,,,,,,,,
11112,11702,Awww muffin why don' you get off your ass  and actually contribute something to society instead of bitching and moaning about what the 'govt' should be giving you. Oh and one more thing..... fuck off,0,0,0,1,,,,,,,,,,
11114,11702,Awww muffin why don' you get off your ass  and actually contribute something to society instead of bitching and moaning about what the 'govt' should be giving you. Oh and one more thing..... fuck off,0,0,0,0,,,,,,,,,,
11178,11799,So Facebook is asking me for the second time in a month to verify my identity by sending my profile picture to them to review. I’m so sick of this shit. They are NOT getting a copy of my DL. I don’t care if they fucking lock me out forever. I only use it for crafting sites anyway so fuck it.,0,0,0,1,,,,,,,,,,
11179,11799,So Facebook is asking me for the second time in a month to verify my identity by sending my profile picture to them to review. I’m so sick of this shit. They are NOT getting a copy of my DL. I don’t care if they fucking lock me out forever. I only use it for crafting sites anyway so fuck it.,0,0,0,0,,,,,,,,,,
11184,11801,Lock this dick up and throw away the key.,0,0,0,1,,,,,,,,,,
11185,11801,Lock this dick up and throw away the key.,0,0,0,0,,,,,,,,,,
11315,11880,Biggest pile of crap in history.,0,0,0,1,,,,,,,,,,
11316,11880,Biggest pile of crap in history.,0,0,0,0,,,,,,,,,,
11783,12442,going to go fuck some kids,0,0,0,1,,,,,,,,,,
11784,12442,going to go fuck some kids,0,0,0,0,,,,,,,,,,
12182,12885,McCain is a tumor.,0,0,0,1,,,,,,,,,,
12184,12885,McCain is a tumor.,0,0,0,0,,,,,,,,,,
12279,13029,On the Phenomenon of Bullshit Jobs: A Work Rant http://www.strikemag.org/bullshit-jobs,0,0,0,1,,,,,,,,,,
12280,13029,On the Phenomenon of Bullshit Jobs: A Work Rant http://www.strikemag.org/bullshit-jobs,0,0,0,0,,,,,,,,,,
12468,13125,"Well hallelujah everyone, the trump thing, whatever it was, is now official and unequivocally over.  John. Fucking. Bolton.  Now his closest team is bush level or awfulness.",0,0,0,0,,,,,,,,,,
12469,13125,"Well hallelujah everyone, the trump thing, whatever it was, is now official and unequivocally over.  John. Fucking. Bolton.  Now his closest team is bush level or awfulness.",0,0,0,1,,,,,,,,,,
12506,13144,My alma mater is completely SJW converged. That's fucked up. I still like my college's glee club though.  #MorehouseCollege https://www.youtube.com/watch?v=TTMISj7gS5A,0,0,0,1,,,,,,,,,,
12507,13144,My alma mater is completely SJW converged. That's fucked up. I still like my college's glee club though.  #MorehouseCollege https://www.youtube.com/watch?v=TTMISj7gS5A,0,0,0,0,,,,,,,,,,
12522,13149,DAMN I LOVE OLD SCHOOL HIP HOP!!!!!!! I remember when this joint came out!  This beat is ill! https://www.youtube.com/watch?v=d-7cKZoq44Q,0,0,0,1,,,,,,,,,,
12523,13149,DAMN I LOVE OLD SCHOOL HIP HOP!!!!!!! I remember when this joint came out!  This beat is ill! https://www.youtube.com/watch?v=d-7cKZoq44Q,0,0,0,0,,,,,,,,,,
12618,13384,TFW you realize that Kim Jong Un has a 'fashy' haircut http://www.dailymail.co.uk/news/article-5826353/Ki...,0,0,0,0,,,,,,,,,,
12619,13384,TFW you realize that Kim Jong Un has a 'fashy' haircut http://www.dailymail.co.uk/news/article-5826353/Ki...,0,0,0,1,,,,,,,,,,
12921,13700,"I personally dont care, I have seen people following and unfollowing me several times to get my attention maybe so I would follow them back but their posts didnt interest me, and I'm pretty offensive so I dont think people really want to talk shit to me cuz 'muh follow back', I dont ask nor will I obey demands, following too many ppl makes your feed useless",0,0,0,1,,,,,,,,,,
12922,13700,"I personally dont care, I have seen people following and unfollowing me several times to get my attention maybe so I would follow them back but their posts didnt interest me, and I'm pretty offensive so I dont think people really want to talk shit to me cuz 'muh follow back', I dont ask nor will I obey demands, following too many ppl makes your feed useless",0,0,0,0,,,,,,,,,,
