,text,class
20860,"I'd bet a bag full of the finest jew hair that my level of hatred for kikes surpasses the entirety of the 220 million dog eating chinks in Chinkland. Not only are The Yellow Jew patterning their own culture after the bugman mentality, they are actively spewing bioindustrial waste all over their land in the name of ""progress."" Chinks are kike knockoffs. Gas 'em.",explicit_hate
19232,dwath will never come soon enough for a filthy piece of fucking trash like you,explicit_hate
17081,kill non believers - koran !,explicit_hate
17778,centers around predatory control of queers & hires molesters like . why would they hate trump ?,explicit_hate
933,you should do a mass suicide to show that white people are dominant . seriously kill yourselves it will kill many black people too .,explicit_hate
8960,pathetic comments  no force in islam . they wear scarfs no head bags and they marry men,explicit_hate
1644,so as we can see islam teaches it's followers to kill in the name of allah  to kill innocent people,explicit_hate
8495,: david lane : open letter to the dead white race via,explicit_hate
3362,look at what this filthy  anti-white jew tim wise said . threatening trump supporters .,explicit_hate
18446," got to side with roosh on  "" promotion of masculinity "" "" which is anathema to preening  effeminate cuckservatives """,explicit_hate
7870,im black and all white people have inferior everything to me,explicit_hate
2579,swedish telecom advertises helping women cheat on their husbands with negroes #swrm #niggers via,explicit_hate
20088,"if you killed all the niggers in your school you'd have the master race"""" -",explicit_hate
12604,only liars and white knight faggots,explicit_hate
17016,i think they finally got it ~ american-jews are bad for white people,explicit_hate
17502,you suck stupid white bread,explicit_hate
12376,how about a class for bigot jews who think they're god's chosen ?,explicit_hate
19276,impossible. they are drooling subhuman savages. one simply cannot rehabilitate that.,explicit_hate
4639,you are a coward ! you refused to listen to the actual people your #grahamcassidy bill will devastate & possibly kill ! i used to respect you .,explicit_hate
12324,every white european founded country is being indudated with the old zionist jew backed diversity push . diversity does not benefit us white americans . we don't hate you guys or dislike you  we just don't want our country given away to a bunch of 3rd worlders,explicit_hate
1875,you can be sure some jew won't hesitate to cash in on it  selling pro and con . i hope a white nationalist cashes in on it first !,explicit_hate
5738,( ( ( msm ) ) ): whites are evil racist planet killers and need to stop breeding also white countries must have non-white immigration to survive,explicit_hate
19392,"you are a sick, poor excuse for a human being. the sludge on the bottom of a garbage can. shameful.",explicit_hate
6752,and now white sports fans get to see how  when their numbers grow  coons can and do ruin everything for us !,explicit_hate
12295,contrary to claims alfred rosenberg's diary does not substantiate the jewish holocaust myth . #holohoax via,explicit_hate
16133,if there was a group that was called white lives matter and it was a group that had the same wants as black lives matter as a white person i would be ashamed  i would feel racist just because i was white .. blm is just people who pretend that everyone else is racist but them ..,explicit_hate
19613,disgusting worthless subhuman scum we need to start hanging em & cutting open the bastards stomachs!,explicit_hate
20906,Those filthy traitors must hang!!!,explicit_hate
6117,jew writer for jew york times claims to have no idea why white people are angry at jews and ethnic,explicit_hate
2391,juggalos are preferable to the alt lite,explicit_hate
1012," rt  "" an imam is demanding the extermination of the jews "" "" ( via vladtepes ) the jew hate is mainstream islamic ... """,explicit_hate
17080,kill her shes black,explicit_hate
19950,some body shoot that dumb bitch and put her out of misery,explicit_hate
13163,at least we will know where to send all the illegals  let them drain your economy ! !,explicit_hate
14422,no  because they are simply doing their jobs ; black thugs attaching white chicks & other helpless people is despicable - total savages,explicit_hate
19173,obama dummies she is 2 stupid,explicit_hate
19241,brain damage!! blacks never created anything but human shit,explicit_hate
19367,there's nothing wrong with decapitating these fags and freaks,explicit_hate
15115,ever see braveheart ? stop acting like a bunch of silly faggots and kick the invaders out of your country !,explicit_hate
15511,there are more black abortions alone than white abortions . abortion generally affects the most dysgenic groups .,explicit_hate
18603,are you saying that you are surprised by this trump administration carrying the jew water ? that his cabinet will defy israel ?,explicit_hate
4946,convincing ordinary white people ? what are you a cuck ?,explicit_hate
12603,one solution to opposition is the kill the kafir . quran says to kill .,explicit_hate
18621,bought  and paid for by islam . this stupid  evil woman !,explicit_hate
3609,want proof that #jews are #genocidal #maniacs ? ask them if #whites should have white #nations . their sincere answer is never affirmative .,explicit_hate
2617,the league doesn't believe in cucking and disavowing other pro-white groups over associations . we have our own identity and beliefs . the difference is that we are confident in our own values and see see the pointlessness of trying to appease the media,explicit_hate
18120,proof  faggots .,explicit_hate
18990,this human ( not sure actually ) is vile racist pond scum,explicit_hate
20847,"Bring the pain down upon her mom. #Trump #MAGA #KAG2020 #2A #USA #Mueller #AntiFa Address: 1315 Peach Orchard RdSalisbury, North Carolina 28146 tel (704) 630-4700Websitehttp://dillards.com https://bigleaguepolitics.com/meet-the-charlotte-a...",explicit_hate
20674,no more #daca! no #amnesty! let the #illegalalien #dreamers dream in their home countries! my dream is that all #foreign #nationals will be sent home (aka: #deported)! stop oppressing the #american #taxpayer!,explicit_hate
2306,i hate fat people .,explicit_hate
9399,. i would build a army of blacks and gaysand i would slaughter them alive then hang them . or for fun burn them . #aprilfoolsday,explicit_hate
15346,obama is letting isis grow bc he wants refugees all over the white world to do away with white race . wake up libs .,explicit_hate
11427,disavowing like that ? you boomers are really pining for that antifa terrorist approval aren't you ? faggots .,explicit_hate
18859,of course you kill palestinian kids,explicit_hate
15264,jewess comedian joan rivers says barack obama is gay and michelle obama a tranny | more :,explicit_hate
18549,: kkk alive and well white brother hood unite ku klux klan white power,explicit_hate
9893,promise of patriotic americans kill every member of isis kill everyone who supports them,explicit_hate
7413,yeah blacks run fast but they're stupid  prone to violence  and ugly . only a white moron would mix with one .,explicit_hate
2268,he's the definition of white trash .,explicit_hate
4362,racist black thugs shoot white baby in the face for the fun of it via,explicit_hate
13839,you are a phony orange sellout vendepatria zionist cuck . your base hates you now .,explicit_hate
7441,"  "" : : one white person started this . so let's blame all white people . "" "" death to the whitezz "" "" """,explicit_hate
14897,& i talk about her channel  political correctness  sjws  jews and race #hitlerwasright,explicit_hate
619,no it makes you white wash uncle tom,explicit_hate
188,#news channels must not invite mulla rats on tv to air anti-hindu views  they glorify invaders and anti-nationals on our money,explicit_hate
15036,blm idiots created a new generation of white supremacists . are you proud ? you must learn from jesus that hate hurts your cause .,explicit_hate
12766,this is really directed at white german women . there the ones stupid enough to copulate w / savages .,explicit_hate
